Transcript ID,Transcript Name,Raw Counts,Unique Reads,Ambiguous Reads,Multi-Mapped Reads,Percent of Reads from Ambig,Status,Group,Method
ENST00000638437,FTX-214,9.103,4,11,5.103,0.5605844227177853,more_multi,Kallisto,HISAT2
ENST00000648308,AL161665.1-201,5.024,5,3,0.02400000000000002,0.004777070063694272,more_unique,Kallisto,HISAT2
ENST00000641308,AC092053.3-201,5,5,0,0,0,all_unique_reads,Kallisto,HISAT2
ENST00000658801,LIMD1-AS1-204,17.387,8,14,9.387,0.5398861218151493,more_multi,Kallisto,HISAT2
ENST00000599676,AC008894.2-202,19,19,0,0,0,all_unique_reads,Kallisto,HISAT2
ENST00000539813,LINC00273-201,6,6,0,0,0,all_unique_reads,Kallisto,HISAT2
ENST00000616163,AL358781.1-201,9,8,1,1,0.1111111111111111,more_unique,Kallisto,HISAT2
ENST00000582718,AC010761.1-201,40.001,40,1,9.999999999976694e-4,2.4999375015566346e-5,more_unique,Kallisto,HISAT2
ENST00000579187,AC024267.6-202,9,7,2,2,0.2222222222222222,more_unique,Kallisto,HISAT2
ENST00000550468,AC125611.3-201,69.479,66,13,3.478999999999999,0.050072683832524924,more_unique,Kallisto,HISAT2
ENST00000607967,AL391121.1-201,25,24,1,1,0.04,more_unique,Kallisto,HISAT2
ENST00000662121,LINC00342-210,38.815,28,27,10.814999999999998,0.278629395852119,more_unique,Kallisto,HISAT2
ENST00000569580,AC009107.2-201,9.869,2,19,7.869,0.7973452224136184,more_multi,Kallisto,HISAT2
ENST00000567491,SH3RF3-AS1-201,69,69,0,0,0,all_unique_reads,Kallisto,HISAT2
ENST00000608756,WDR5B-DT-204,16,16,0,0,0,all_unique_reads,Kallisto,HISAT2
ENST00000500800,SMARCA5-AS1-201,10,10,0,0,0,all_unique_reads,Kallisto,HISAT2
ENST00000561599,AC009119.1-202,3,3,0,0,0,all_unique_reads,Kallisto,HISAT2
ENST00000553141,AC025423.4-201,2,2,0,0,0,all_unique_reads,Kallisto,HISAT2
ENST00000660385,AC097448.1-201,1,1,0,0,0,all_unique_reads,Kallisto,HISAT2
ENST00000562952,AL360270.2-201,41.929,41,1,0.929000000000002,0.022156502659257362,more_unique,Kallisto,HISAT2
ENST00000578216,THY1-AS1-201,16,16,0,0,0,all_unique_reads,Kallisto,HISAT2
ENST00000577781,AC112907.3-201,30,30,0,0,0,all_unique_reads,Kallisto,HISAT2
ENST00000587434,AC022966.1-201,8,8,0,0,0,all_unique_reads,Kallisto,HISAT2
ENST00000436039,AL160408.2-201,8,8,0,0,0,all_unique_reads,Kallisto,HISAT2
ENST00000630819,NA,68.006,0,282,68.006,1,all_ambig_reads,Salmon,HISAT2
ENST00000628004,NA,134.611,0,551,134.611,1,all_ambig_reads,Salmon,HISAT2
ENST00000629558,NA,98.808,4,504,94.808,0.9595174479799207,more_multi,Salmon,HISAT2
ENST00000619581,NA,72.19,0,393,72.19,1,all_ambig_reads,Salmon,HISAT2
ENST00000614037,NA,73.114,0,340,73.114,1,all_ambig_reads,Salmon,HISAT2
ENST00000631499,NA,53.299,1,200,52.299,0.981237921912231,more_multi,Salmon,HISAT2
ENST00000442585,NA,28.398,5,59,23.398,0.8239312627649834,more_multi,Salmon,HISAT2
ENST00000632659,NA,52.595,3,175,49.595,0.9429603574484267,more_multi,Salmon,HISAT2
ENST00000633339,NA,89.031,15,185,74.031,0.8315193584257169,more_multi,Salmon,HISAT2
ENST00000443109,NA,31.399,5,89,26.399,0.8407592598490398,more_multi,Salmon,HISAT2
ENST00000419790,NA,34.343,3,108,31.343000000000004,0.9126459540517718,more_multi,Salmon,HISAT2
ENST00000452705,NA,36.702,8,89,28.701999999999998,0.7820282273445589,more_multi,Salmon,HISAT2
ENST00000422802,NA,71.188,10,131,61.188,0.8595268865539136,more_multi,Salmon,HISAT2
ENST00000497917,NA,48.788,0,170,48.788,1,all_ambig_reads,Salmon,HISAT2
ENST00000416977,NA,26.266,3,41,23.266,0.8857839031447499,more_multi,Salmon,HISAT2
ENST00000498679,NA,36.718,4,106,32.718,0.8910616046625633,more_multi,Salmon,HISAT2
ENST00000446443,NA,17.615,6,33,11.614999999999998,0.6593812091967073,more_multi,Salmon,HISAT2
ENST00000494003,NA,73.21,0,284,73.21,1,all_ambig_reads,Salmon,HISAT2
ENST00000611292,NA,107.387,0,391,107.387,1,all_ambig_reads,Salmon,HISAT2
ENST00000616663,NA,97.48,0,319,97.48,1,all_ambig_reads,Salmon,HISAT2
ENST00000632874,NA,52.458,2,249,50.458,0.9618742613138129,more_multi,Salmon,HISAT2
ENST00000493350,NA,66.579,22,174,44.57899999999999,0.6695654786043647,more_multi,Salmon,HISAT2
ENST00000430141,NA,29.493,1,84,28.493,0.9660936493405214,more_multi,Salmon,HISAT2
ENST00000383607,NA,113.502,7,305,106.502,0.9383270779369527,more_multi,Salmon,HISAT2
ENST00000633016,NA,79.029,8,319,71.029,0.8987713371041011,more_multi,Salmon,HISAT2
ENST00000444497,NA,81.676,22,222,59.676,0.7306430285518389,more_multi,Salmon,HISAT2
ENST00000466318,NA,20.51,1,46,19.51,0.9512432959531936,more_multi,Salmon,HISAT2
ENST00000421229,NA,35.108,7,102,28.107999999999997,0.8006152443887433,more_multi,Salmon,HISAT2
ENST00000454774,NA,35.907,9,89,26.906999999999996,0.7493524939426852,more_multi,Salmon,HISAT2
ENST00000552068,NA,53.035,13,117,40.035,0.7548788535872537,more_multi,Salmon,HISAT2
ENST00000482931,NA,53.094,4,160,49.094,0.9246619203676498,more_multi,Salmon,HISAT2
ENST00000432122,NA,110.686,9,333,101.686,0.9186889037457312,more_multi,Salmon,HISAT2
ENST00000458514,NA,74.731,15,202,59.730999999999995,0.799280084569991,more_multi,Salmon,HISAT2
ENST00000430690,NA,83.315,19,328,64.315,0.7719498289623717,more_multi,Salmon,HISAT2
ENST00000456690,NA,57.127,16,175,41.127,0.719922278432265,more_multi,Salmon,HISAT2
ENST00000631495,NA,54.908,3,186,51.908,0.9453631529103227,more_multi,Salmon,HISAT2
ENST00000456968,NA,85.626,1,268,84.626,0.9883213042767384,more_multi,Salmon,HISAT2
ENST00000495638,NA,14.004,5,42,9.004,0.6429591545272779,more_multi,Salmon,HISAT2
ENST00000633649,NA,0,0,1938,0,0,NA,Salmon,HISAT2
ENST00000620107,NA,90.403,6,308,84.403,0.9336305211110251,more_multi,Salmon,HISAT2
ENST00000617392,NA,117.51,10,362,107.51,0.914900859501319,more_multi,Salmon,HISAT2
ENST00000424652,NA,48.929,3,114,45.929,0.9386866684379407,more_multi,Salmon,HISAT2
ENST00000424520,NA,15.424,2,63,13.424,0.8703319502074689,more_multi,Salmon,HISAT2
ENST00000439425,NA,37.967,0,354,37.967,1,all_ambig_reads,Salmon,HISAT2
ENST00000649483,NA,53.34,11,184,42.34,0.7937757780277466,more_multi,Salmon,HISAT2
ENST00000449173,NA,35.93,8,134,27.93,0.7773448371834122,more_multi,Salmon,HISAT2
ENST00000458287,NA,52.647,18,136,34.647,0.658100176648242,more_multi,Salmon,HISAT2
ENST00000640467,NA,30.741,1,172,29.741,0.9674701538661722,more_multi,Salmon,HISAT2
ENST00000633443,NA,7.216,1,805,6.216,0.8614190687361419,more_multi,Salmon,HISAT2
ENST00000453746,NA,20.267,4,59,16.267,0.8026348250851137,more_multi,Salmon,HISAT2
ENST00000426149,NA,32.13,7,74,25.130000000000003,0.7821350762527234,more_multi,Salmon,HISAT2
ENST00000627034,NA,86.034,1,261,85.034,0.9883766882860264,more_multi,Salmon,HISAT2
ENST00000630540,NA,32.289,1,2315,31.289,0.969029700517204,more_multi,Salmon,HISAT2
ENST00000629713,NA,92.098,0,322,92.098,1,all_ambig_reads,Salmon,HISAT2
ENST00000436449,NA,67.693,5,162,62.693,0.9261371190521915,more_multi,Salmon,HISAT2
ENST00000482784,NA,99.29,10,367,89.29,0.899284922952966,more_multi,Salmon,HISAT2
ENST00000428442,NA,94.412,11,280,83.412,0.8834893869423378,more_multi,Salmon,HISAT2
ENST00000420930,NA,94.439,8,296,86.439,0.9152892343205667,more_multi,Salmon,HISAT2
ENST00000628303,NA,0,0,748,0,0,NA,Salmon,HISAT2
ENST00000651601,NA,89.532,1,1187,88.532,0.988830809096189,more_multi,Salmon,HISAT2
ENST00000640700,NA,70.661,1,202,69.661,0.9858479217673115,more_multi,Salmon,HISAT2
ENST00000638226,NA,231.147,0,675,231.147,1,all_ambig_reads,Salmon,HISAT2
ENST00000482698,NA,99.466,44,800,55.465999999999994,0.5576377857760441,more_multi,Salmon,HISAT2
ENST00000451970,NA,69.286,2,195,67.286,0.9711341396530324,more_multi,Salmon,HISAT2
ENST00000492105,NA,88.508,7,316,81.508,0.920911104080987,more_multi,Salmon,HISAT2
ENST00000472578,NA,79.952,4,305,75.952,0.9499699819891935,more_multi,Salmon,HISAT2
ENST00000626767,NA,88.63,0,290,88.63,1,all_ambig_reads,Salmon,HISAT2
ENST00000646692,NA,82.844,0,418,82.844,1,all_ambig_reads,Salmon,HISAT2
ENST00000645968,NA,63.09,1,206,62.09,0.9841496275162467,more_multi,Salmon,HISAT2
ENST00000672932,NA,95.92,0,248,95.92,1,all_ambig_reads,Salmon,HISAT2
ENST00000380249,FOCAD-202,127.209,7,3491,120.209,0.9449724469180639,more_multi,Salmon,HISAT2
ENST00000526481,CTSB-211,82.809,21,172,61.809,0.7464043763359055,more_multi,Salmon,HISAT2
ENST00000532004,RPLP2-208,109.887,17,5559,92.887,0.8452956218660989,more_multi,Salmon,HISAT2
ENST00000647222,NA,115.529,2,381,113.529,0.9826883293372227,more_multi,Salmon,HISAT2
ENST00000645200,NA,100.481,1,344,99.481,0.9900478697465193,more_multi,Salmon,HISAT2
ENST00000646071,NA,78.809,0,231,78.809,1,all_ambig_reads,Salmon,HISAT2
ENST00000645838,NA,112.969,2,260,110.969,0.9822960281139074,more_multi,Salmon,HISAT2
ENST00000645781,NA,66.664,6,206,60.664,0.9099963998559942,more_multi,Salmon,HISAT2
ENST00000646576,NA,123.603,0,332,123.603,1,all_ambig_reads,Salmon,HISAT2
ENST00000645084,NA,125.161,1,221,124.161,0.9920102907455197,more_multi,Salmon,HISAT2
ENST00000216080,LMF2-201,13.051,1,2143,12.051,0.9233775189640641,more_multi,Salmon,HISAT2
ENST00000537085,AC138969.1-204,83.31,1,389,82.31,0.9879966390589365,more_multi,Salmon,HISAT2
ENST00000406053,ASB3-203,116.009,51,845,65.009,0.5603789361170254,more_multi,Salmon,HISAT2
ENST00000644674,SGCE-254,27.139,3,62,24.139,0.88945797560706,more_multi,Salmon,HISAT2
ENST00000619481,REV3L-213,148.271,10,252,138.271,0.9325559279967087,more_multi,Salmon,HISAT2
ENST00000367208,SNRPE-201,121.848,14,2239,107.848,0.8851027509684196,more_multi,Salmon,HISAT2
ENST00000592379,AD000091.1-201,10.906,7,5,3.9060000000000006,0.35815147625160465,more_unique,Salmon,HISAT2
ENST00000629779,NA,55.867,3,279,52.867,0.9463010363899976,more_multi,Salmon,HISAT2
ENST00000422065,NA,31.611,8,77,23.611,0.7469235392743032,more_multi,Salmon,HISAT2
ENST00000446219,NA,30.936,8,67,22.936,0.7414016033100594,more_multi,Salmon,HISAT2
ENST00000443463,NA,37.522,11,73,26.522,0.7068386546559352,more_multi,Salmon,HISAT2
ENST00000414930,NA,70.297,7,162,63.297,0.9004224931362647,more_multi,Salmon,HISAT2
ENST00000414569,NA,48.999,12,111,36.999,0.7550970427967918,more_multi,Salmon,HISAT2
ENST00000469311,NA,130.486,17,430,113.48599999999999,0.8697178241343899,more_multi,Salmon,HISAT2
ENST00000632770,NA,68.634,1,158,67.634,0.9854299618265,more_multi,Salmon,HISAT2
ENST00000597267,MIR663AHG-214,0,0,37,0,0,NA,Salmon,HISAT2
ENST00000609248,MIR663AHG-233,0,0,26,0,0,NA,Salmon,HISAT2
ENST00000662275,MIR663AHG-299,5.393,1,31,4.393,0.8145744483589838,more_multi,Salmon,HISAT2
ENST00000668457,MIR663AHG-323,7.489,1,31,6.489,0.8664708238750167,more_multi,Salmon,HISAT2
ENST00000669316,MIR663AHG-330,79.344,61,63,18.343999999999994,0.2311958056059689,more_unique,Salmon,HISAT2
ENST00000473558,RPL21-207,98.869,64,1883,34.869,0.35267879719629003,more_unique,STAR,HISAT2
ENST00000378937,NUDT5-202,18.723,2,1545,16.723,0.893179511830369,more_multi,STAR,HISAT2
ENST00000612003,CD83-202,0,0,890,0,0,NA,STAR,HISAT2
ENST00000495499,RAC1-205,148.085,54,6676,94.08500000000001,0.635344565621096,more_multi,STAR,HISAT2
ENST00000353047,CTSB-202,102.578,30,344,72.578,0.7075396283803544,more_multi,STAR,HISAT2
ENST00000679051,CTSB-258,96.556,27,200,69.556,0.7203695264923982,more_multi,STAR,HISAT2
ENST00000453527,CTSB-204,89.271,33,172,56.271,0.6303390798803643,more_multi,STAR,HISAT2
ENST00000531551,CTSB-221,75.097,22,170,53.096999999999994,0.7070455544162882,more_multi,STAR,HISAT2
ENST00000526645,CTSB-212,85.46,25,175,60.459999999999994,0.7074654809267493,more_multi,STAR,HISAT2
ENST00000520226,DLC1-215,13.863,1,6485,12.863,0.927865541369112,more_multi,STAR,HISAT2
ENST00000649720,COL4A1-213,105.171,3,9609,102.171,0.9714750263856006,more_multi,STAR,HISAT2
ENST00000498614,COL6A1-206,57.282,8,10521,49.282,0.860340071924863,more_multi,STAR,HISAT2
ENST00000462708,GNL1-203,57.878,0,191,57.878,1,all_ambig_reads,STAR,HISAT2
ENST00000376557,PRR3-201,20.644,4,81,16.644,0.8062391009494284,more_multi,STAR,HISAT2
ENST00000484449,PPP1R10-206,56.556,0,266,56.556,1,all_ambig_reads,STAR,HISAT2
ENST00000376473,C6orf136-203,43.967,4,95,39.967,0.9090226760979826,more_multi,STAR,HISAT2
ENST00000259874,IER3-201,0,0,1664,0,0,NA,STAR,HISAT2
ENST00000376569,DDR1-226,40.548,14,90,26.548000000000002,0.6547301963105455,more_multi,STAR,HISAT2
ENST00000452441,DDR1-239,62.301,18,122,44.301,0.7110800789714451,more_multi,STAR,HISAT2
ENST00000650509,HERC2-214,3.862,1,6030,2.862,0.7410668047643708,more_multi,STAR,HISAT2
ENST00000332303,NSMCE3-201,43.889,30,1874,13.889000000000003,0.31645742669005905,more_unique,STAR,HISAT2
ENST00000460589,RPL3-208,2.186,1,3508,1.186,0.5425434583714547,more_multi,STAR,HISAT2
ENST00000362065,FAN1-201,90.142,1,438,89.142,0.9889063921368507,more_multi,STAR,HISAT2
ENST00000376148,NFKBIL1-203,26.125,1,92,25.125,0.9617224880382775,more_multi,STAR,HISAT2
ENST00000451898,BAG6-250,49.329,17,125,32.329,0.6553751343023374,more_multi,STAR,HISAT2
ENST00000424480,BAG6-240,44.617,11,150,33.617,0.7534572024116368,more_multi,STAR,HISAT2
ENST00000470753,NDUFA6-201,156.935,0,563,156.935,1,all_ambig_reads,STAR,HISAT2
ENST00000638951,TEX15-203,0,0,912,0,0,NA,STAR,HISAT2
ENST00000470083,LSM2-209,34.025,5,124,29.025,0.8530492285084497,more_multi,STAR,HISAT2
ENST00000491768,NEU1-208,63.318,11,148,52.318,0.8262737294292303,more_multi,STAR,HISAT2
ENST00000395728,EHMT2-204,90.738,11,281,79.738,0.8787718486191012,more_multi,STAR,HISAT2
ENST00000573406,C1QBP-204,39.18,16,3197,23.18,0.591628381827463,more_multi,STAR,HISAT2
ENST00000645585,RPL9-214,129.67,4,2723,125.66999999999999,0.9691524639469422,more_multi,STAR,HISAT2
ENST00000469976,LDHA-208,92.153,13,805,79.153,0.8589302572895077,more_multi,STAR,HISAT2
ENST00000325823,PDXDC1-201,103.976,1,394,102.976,0.9903823959375241,more_multi,STAR,HISAT2
ENST00000374685,RXRB-202,34.469,0,386,34.469,1,all_ambig_reads,STAR,HISAT2
ENST00000374680,RXRB-201,39.167,1,428,38.167,0.9744683023974264,more_multi,STAR,HISAT2
ENST00000472218,RPS18-231,107.18,45,828,62.18000000000001,0.5801455495428252,more_multi,STAR,HISAT2
ENST00000483151,RGL2-243,114.509,8,350,106.509,0.9301364958212892,more_multi,STAR,HISAT2
ENST00000456592,TAPBP-236,6.336,2,134,4.336,0.6843434343434344,more_multi,STAR,HISAT2
ENST00000431845,ZBTB22-208,131.312,2,339,129.312,0.9847690995491654,more_multi,STAR,HISAT2
ENST00000354312,RAD17-204,94.807,2,383,92.807,0.9789045112702649,more_multi,STAR,HISAT2
ENST00000436129,TAF4-202,0,0,3134,0,0,NA,STAR,HISAT2
ENST00000584441,RPL26-210,79.727,37,2503,42.727000000000004,0.5359163144229684,more_multi,STAR,HISAT2
ENST00000470973,GLO1-202,48.007,9,17999,39.007,0.8125273397629512,more_multi,STAR,HISAT2
ENST00000514918,NSA2-203,31.746,5,2229,26.746,0.8424998424998424,more_multi,STAR,HISAT2
ENST00000498703,PTEN-205,19.684,5,996,14.684000000000001,0.7459865880918513,more_multi,STAR,HISAT2
ENST00000371489,MYOF-204,7.298,2,4979,5.298,0.7259523157029323,more_multi,STAR,HISAT2
ENST00000492324,VDAC1-207,24.93,2,3485,22.93,0.9197753710389089,more_multi,STAR,HISAT2
ENST00000584583,RPL23-210,117.651,40,6747,77.651,0.6600113896184477,more_multi,STAR,HISAT2
ENST00000531743,FAU-209,44.919,6,8448,38.919,0.8664262338876645,more_multi,STAR,HISAT2
ENST00000595804,HNRNPL-205,36.146,1,1033,35.146,0.9723344215127538,more_multi,STAR,HISAT2
ENST00000532400,EEF1D-243,51.998,4,179,47.998,0.9230739643832455,more_multi,STAR,HISAT2
ENST00000553400,DDX24-203,107.149,0,399,107.149,1,all_ambig_reads,STAR,HISAT2
ENST00000551679,HNRNPA1-212,105.404,10,646,95.404,0.9051269401540738,more_multi,STAR,HISAT2
ENST00000560833,RCN2-206,0,0,806,0,0,NA,STAR,HISAT2
ENST00000526054,VPS28-204,105.634,1,318,104.634,0.9905333510044114,more_multi,STAR,HISAT2
ENST00000292510,VPS28-201,78.32,0,337,78.32,1,all_ambig_reads,STAR,HISAT2
ENST00000533397,RPL8-213,31.51,9,11815,22.51,0.7143763884481117,more_multi,STAR,HISAT2
ENST00000560612,RPS17-205,85.187,19,5210,66.187,0.7769612734337399,more_multi,STAR,HISAT2
ENST00000559273,RPS17-202,62.343,4,2835,58.343,0.93583882713376,more_multi,STAR,HISAT2
ENST00000254730,EEFSEC-201,75.519,0,524,75.519,1,all_ambig_reads,STAR,HISAT2
ENST00000519955,NPM1-206,3.764,2,1128,1.7639999999999998,0.46865037194473963,more_unique,STAR,HISAT2
ENST00000452368,RPL13-204,83.906,6,10806,77.906,0.9284914070507473,more_multi,STAR,HISAT2
ENST00000547969,NAP1L1-210,26.754,11,1497,15.754000000000001,0.5888465276220378,more_multi,STAR,HISAT2
ENST00000547014,NUDT4-204,135,6,1983,129,0.9555555555555556,more_multi,STAR,HISAT2
ENST00000680728,CCDC82-235,104.949,9,271,95.949,0.914244061401252,more_multi,STAR,HISAT2
ENST00000419113,NDUFA3-206,37.812,6,312,31.811999999999998,0.8413202158045064,more_multi,STAR,HISAT2
ENST00000391763,NDUFA3-203,78.468,3,242,75.468,0.9617678544119896,more_multi,STAR,HISAT2
ENST00000222224,LENG1-201,13.058,7,239,6.058,0.4639301577576964,more_unique,STAR,HISAT2
ENST00000391754,MBOAT7-203,123.307,18,380,105.307,0.8540228859675444,more_multi,STAR,HISAT2
ENST00000460761,RPS9-210,109.51,23,322,86.51,0.7899735184001461,more_multi,STAR,HISAT2
ENST00000586057,TIMP2-204,0,0,15175,0,0,NA,STAR,HISAT2
ENST00000570778,METRNL-202,74.418,1,593,73.418,0.9865623908194254,more_multi,STAR,HISAT2
ENST00000435128,ANXA2P2-201,39.401,29,916,10.401000000000003,0.2639780716225477,more_unique,STAR,HISAT2
ENST00000436882,HMGN2P5-201,101.596,0,1766,101.596,1,all_ambig_reads,STAR,HISAT2
ENST00000394878,RPLP0P6-201,51.399,34,5092,17.399,0.3385085312943832,more_unique,STAR,HISAT2
ENST00000428832,EIF4A1P10-201,8.455,8,398,0.45500000000000007,0.05381431105854525,more_unique,STAR,HISAT2
ENST00000519669,KRT8P3-201,8.236,7,354,1.2360000000000007,0.15007285089849448,more_unique,STAR,HISAT2
ENST00000445822,YBX1P1-201,40.704,31,5468,9.704,0.2384040880503145,more_unique,STAR,HISAT2
ENST00000502784,NPM1P27-201,49.569,29,2229,20.569000000000003,0.41495692872561485,more_unique,STAR,HISAT2
ENST00000484430,RPS3AP6-201,63.027,20,13439,43.027,0.6826756786773922,more_multi,STAR,HISAT2
ENST00000477943,RPL7AP6-201,25.2,14,3546,11.2,0.4444444444444444,more_unique,STAR,HISAT2
ENST00000571702,RPS7P1-201,17.205,9,3570,8.204999999999998,0.47689625108979944,more_unique,STAR,HISAT2
ENST00000484897,RPSAP58-201,66.817,27,11442,39.81699999999999,0.5959112201984524,more_multi,STAR,HISAT2
ENST00000484568,RPL14P1-201,119.38,72,2402,47.379999999999995,0.396883900150779,more_unique,STAR,HISAT2
ENST00000548270,AC012085.1-201,13.968,3,8205,10.968,0.7852233676975945,more_multi,STAR,HISAT2
ENST00000422486,RPL4P4-201,27.294,24,3085,3.2940000000000005,0.1206858650252803,more_unique,STAR,HISAT2
ENST00000404582,MORF4L1P1-201,11.489,7,889,4.489000000000001,0.3907215597528071,more_unique,STAR,HISAT2
ENST00000489915,RPL6P27-201,9.968,4,8130,5.968,0.5987158908507223,more_multi,STAR,HISAT2
ENST00000471856,PDIA3P1-202,49.196,21,2605,28.195999999999998,0.57313602731929425,more_multi,STAR,HISAT2
ENST00000454269,HCG18-240,14.842,5,30,9.842,0.6631181781431074,more_multi,STAR,HISAT2
ENST00000375635,SNHG32-202,67.589,13,209,54.589,0.807661009927651,more_multi,STAR,HISAT2
ENST00000666607,SNHG5-263,87.008,19,207,68.008,0.7816292754689224,more_multi,STAR,HISAT2
